QPS,Recall
126.454,0.999978
145.587,0.999958
154.689,0.99995
165.061,0.999938
177.696,0.999923
193.563,0.999888
213.358,0.999834
240.727,0.999764
278.973,0.999613
341.291,0.999206
386.053,0.998777
253.941,0.997993
211.555,0.997501
229.581,0.996881
236.51,0.995881
282.297,0.994268
348.034,0.991824
295.76,0.990265
433.523,0.987921
414.475,0.984839
595.274,0.979998
458.695,0.976965
671.795,0.973169
1308.52,0.968486
1417.09,0.961963
1562.24,0.953442
1737.62,0.942419
1959.92,0.926375
2268.29,0.901682
2696.47,0.862993
2804.04,0.850975
