QPS,Recall
15847.70,70.66
11913.86,84.66
9292.61,90.28
7649.84,93.33
6537.21,95.16
5677.23,96.19
5095.55,96.99
4582.14,97.56
4166.74,98.00
3831.03,98.32
2737.13,99.17
2138.99,99.50
1769.01,99.67
1502.01,99.76
1288.20,99.82
1139.50,99.87
1016.44,99.89
921.70,99.91
834.58,99.93
710.25,99.94
661.59,99.95
581.88,99.96
