QPS,Recall
10551.03,78.25
10055.43,87.75
8186.37,92.70
7140.45,94.90
6116.39,96.40
5318.35,97.00
4810.79,97.35
4380.10,97.60
3976.54,98.30
3677.45,98.55
2647.99,99.15
2045.66,99.40
1690.90,99.50
1429.08,99.55
850.06,99.60
783.38,99.65
567.95,99.70
535.20,99.75
