QPS,Recall
16995.47,48.07
12199.96,62.04
9578.16,69.71
7974.12,75.51
6844.04,78.76
5955.37,81.39
5322.10,83.34
4798.80,84.47
4374.77,86.08
4046.37,87.39
2862.17,91.16
2221.88,93.40
1830.22,94.97
1556.17,95.81
1348.66,96.33
1193.30,96.71
1070.09,97.04
973.68,97.33
890.30,97.56
820.42,97.81
758.42,97.96
709.30,98.18
665.06,98.31
625.24,98.41
589.75,98.49
558.16,98.58
530.01,98.70
505.29,98.81
