QPS   recall@10
10130.98,59.90
7255.06,74.21
5896.06,80.83
5232.76,84.93
4497.66,87.64
3900.07,89.41
3436.48,91.00
3082.16,92.47
2792.64,93.49
2569.56,94.20
1804.05,96.47
1401.83,97.54
1149.32,98.07
972.60,98.53
843.00,98.74
745.13,98.94
667.31,99.07
598.79,99.15
547.16,99.27
506.20,99.31
468.92,99.41
435.48,99.47
403.91,99.54
382.18,99.56
360.00,99.58
340.07,99.60
307.14,99.62
