QPS   recall@10
29982.39,28.66
19178.08,40.25
14440.53,48.95
11120.89,55.56
9198.09,60.14
7801.52,63.93
6754.44,66.97
6028.43,69.38
5417.40,71.56
4927.68,73.25
3360.86,79.32
2556.80,82.77
2058.70,84.95
1701.60,86.65
1430.11,87.91
1244.14,88.89
1108.02,89.72
1013.09,90.42
909.40,91.00
834.42,91.47
769.83,91.90
712.27,92.27
649.26,92.61
600.97,92.89
567.43,93.17
532.81,93.39
503.43,93.61
474.95,93.82
