QPS,Recall
12630.17,87.70
13522.05,94.65
10909.03,97.25
9193.10,98.05
7748.12,98.35
6850.94,98.80
6418.44,99.00
5583.42,99.10
5188.14,99.25
4752.66,99.45
3397.72,99.65
2658.44,99.80
2171.25,99.95
1861.88,100.00
