QPS,Recall
25299.54,90.15
26862.98,95.55
23831.08,97.20
18970.52,98.25
15351.39,98.90
13137.69,99.05
11838.56,99.15
10382.85,99.20
8956.99,99.25
5698.04,99.40
4285.91,99.55
3452.01,99.70
2977.50,99.80
2171.71,99.85
1481.50,99.90
