QPS   recall@10
16504.28,68.60
18468.58,82.50
15366.34,86.70
12831.36,89.70
11023.97,91.10
9771.61,91.85
8759.82,93.05
7934.72,94.25
7191.68,95.00
6521.76,95.80
4771.39,97.50
3764.87,97.90
3112.18,98.30
2638.19,98.35
2258.64,98.50
2027.19,98.80
1820.42,98.95
1657.70,99.10
1517.76,99.20
1384.28,99.30
1282.20,99.30
1193.63,99.55
1116.12,99.60
984.33,99.65
842.62,99.80
