QPS,Recall
31099.80,43.13
20483.25,57.04
15708.39,64.93
12788.43,70.76
10808.35,75.33
9362.01,78.49
8234.16,81.20
7395.11,83.40
6628.70,85.15
6161.33,86.88
4365.23,92.30
3407.05,94.95
2804.42,96.46
2388.16,97.42
2055.32,98.06
1830.35,98.43
1645.33,98.71
1501.38,98.88
1377.03,99.03
1272.95,99.17
1185.03,99.29
1108.39,99.35
1041.48,99.39
980.46,99.44
927.18,99.48
879.28,99.52
835.59,99.55
795.82,99.57
