QPS,Recall
36907.57,44.66
22903.96,55.82
16680.92,62.20
13052.84,67.05
10751.42,70.65
9042.28,73.51
7882.19,75.76
7011.43,77.72
6309.44,79.28
5737.65,80.84
3947.46,85.53
3003.47,88.42
2411.57,90.23
2019.22,91.67
1733.39,92.62
1511.50,93.36
1345.10,94.02
1212.64,94.53
1104.00,94.95
1010.22,95.35
930.56,95.68
863.34,95.96
803.19,96.21
752.14,96.42
703.93,96.57
663.66,96.75
628.63,96.92
595.87,97.08
