QPS,Recall
981.95,59.90
656.45,74.21
505.64,80.83
413.64,84.93
350.21,87.64
304.82,89.41
269.33,91.00
242.33,92.47
216.39,93.49
199.88,94.20
143.86,96.47
110.59,97.54
91.19,98.07
77.43,98.53
68.32,98.74
60.82,98.94
54.79,99.07
50.10,99.15
45.66,99.27
42.22,99.31
39.24,99.41
34.45,99.47
31.96,99.54
31.93,99.56
30.22,99.58
28.67,99.60
24.13,99.62
