QPS,Recall
9462.70,79.65
6933.03,88.60
5530.79,90.70
4551.82,92.55
3896.92,93.50
3398.01,94.00
3006.47,95.40
2692.30,95.80
2442.81,96.35
2239.48,96.80
1568.80,98.95
1179.73,99.05
981.06,99.25
710.11,99.40
627.51,99.55
560.42,99.70
462.17,99.75
394.00,100.00
