QPS   recall@10
3062.08,68.25
2289.37,80.60
1861.17,85.95
1598.44,88.75
1390.59,90.25
1251.51,91.30
1115.23,92.40
983.71,92.85
915.91,93.65
859.70,94.10
641.11,96.20
513.92,96.95
433.40,97.45
384.03,97.65
339.01,97.80
307.75,97.95
253.00,98.55
219.85,98.80
187.95,98.85
169.60,99.15
150.98,99.20
