QPS,Recall
3202.35,44.66
1940.19,55.82
1404.68,62.20
1099.59,67.05
905.89,70.65
773.83,73.51
677.75,75.76
600.62,77.72
537.98,79.28
488.39,80.84
335.27,85.53
256.28,88.42
206.97,90.23
173.52,91.67
149.43,92.62
131.08,93.36
116.86,94.02
105.53,94.53
95.91,94.95
87.97,95.35
81.21,95.68
75.30,95.96
70.23,96.21
65.73,96.42
62.01,96.57
58.38,96.75
55.12,96.92
52.23,97.08
