QPS,Recall
1562.09,48.07
1029.87,62.04
796.01,69.71
649.42,75.51
555.35,78.76
487.31,81.39
435.04,83.34
393.79,84.47
358.48,86.08
328.74,87.39
237.17,91.16
185.77,93.40
153.89,94.97
132.15,95.81
115.61,96.33
102.54,96.71
92.20,97.04
84.08,97.33
77.20,97.56
71.14,97.81
63.95,97.96
59.81,98.18
56.24,98.31
52.88,98.41
49.97,98.49
46.84,98.58
45.08,98.70
43.86,98.81
