QPS,Recall
2147.33,68.60
1552.30,82.50
1255.51,86.70
1051.75,89.70
911.02,91.10
805.08,91.85
720.81,93.05
653.34,94.25
598.70,95.00
551.63,95.80
400.98,97.50
315.05,97.90
261.27,98.30
223.98,98.35
195.97,98.50
174.48,98.80
157.10,98.95
143.27,99.10
131.54,99.20
121.73,99.30
113.27,99.30
105.95,99.55
99.49,99.60
88.91,99.65
76.14,99.80
