QPS,Recall
1202.52,70.66
873.04,84.66
704.43,90.28
554.65,93.33
462.15,95.16
452.67,96.19
363.92,96.99
315.07,97.56
333.82,98.00
276.27,98.32
200.69,99.17
170.38,99.50
143.13,99.67
125.72,99.76
94.05,99.82
82.48,99.87
77.06,99.89
73.64,99.91
65.64,99.93
50.39,99.96
