QPS,Recall
5496.96,90.15
3690.11,95.55
2794.86,97.20
2224.84,98.25
1842.55,98.90
1568.21,99.05
1374.47,99.15
1217.83,99.20
1096.04,99.25
679.76,99.40
515.97,99.55
416.83,99.70
348.68,99.80
234.67,99.85
164.14,99.90
