QPS   recall@10
3168.16,28.66
1767.24,40.25
1218.47,48.95
925.25,55.56
763.96,60.14
643.58,63.93
559.31,66.97
492.89,69.38
443.16,71.56
402.22,73.25
277.47,79.32
210.99,82.77
169.31,84.95
135.64,86.65
118.79,87.91
98.37,88.89
92.97,89.72
66.26,90.42
59.88,91.00
67.88,91.47
62.57,91.90
56.57,92.27
51.36,92.61
51.40,92.89
47.55,93.17
41.65,93.39
39.88,93.61
38.34,93.82
