QPS,Recall
2550.77,43.13
1687.89,57.04
1302.95,64.93
1065.45,70.76
902.14,75.33
787.88,78.49
700.40,81.20
633.23,83.40
578.31,85.15
530.01,86.88
380.44,92.30
302.23,94.95
251.45,96.46
216.65,97.42
190.42,98.06
170.54,98.43
154.67,98.71
141.78,98.88
130.68,99.03
121.27,99.17
113.67,99.29
106.74,99.35
100.52,99.39
95.02,99.44
90.13,99.48
85.53,99.52
81.43,99.55
77.87,99.57
