QPS,Recall
63.4841,0.999543
75.5601,0.999303
67.1649,0.999149
81.5112,0.998985
97.1124,0.998809
86.8021,0.998524
117.836,0.998119
138.832,0.997514
166.219,0.996511
208.908,0.994424
241.317,0.992573
288.386,0.989732
312.234,0.988017
343.539,0.985821
381.351,0.982593
430.569,0.978382
493.842,0.971985
537.158,0.967739
598.015,0.962117
660.279,0.954809
747.656,0.944735
797.904,0.938591
857.137,0.931305
923.898,0.922672
1008.15,0.911179
1111.26,0.897831
1237.91,0.879303
1406.36,0.85561
1617.65,0.822784
1733.39,0.805295
1737.62,0.804506
