QPS,Recall
398.343,0.9984
496.225,0.99815
540.923,0.99811
595.394,0.99811
662.191,0.99805
748.054,0.99765
860.159,0.99719
1012.73,0.99651
1234.78,0.99494
1590.29,0.99289
1863.83,0.99189
2253.13,0.99036
2466.48,0.98891
2720.19,0.98741
3039.26,0.98583
3446.56,0.98327
3988.33,0.98108
4329.18,0.97785
4726.29,0.97453
5223.35,0.97016
5834.29,0.96581
6203.8,0.96165
6635.82,0.9576
7110.89,0.95071
7663.15,0.94159
8384.45,0.93234
9208.06,0.91739
10271.6,0.90035
11652.2,0.87159
12275.6,0.85575
12287.4,0.85379
