QPS,Recall@k10
2304.0945,0.866
2538.5542,0.86
2595.1443,0.86
2562.2957,0.86
2619.5498,0.86
2597.8076,0.86
2584.5134,0.86
2374.4509,0.86
2229.2817,0.8605
2169.1033,0.8605
2182.1436,0.8605
2190.6045,0.8605
2162.8401,0.8605
2126.0312,0.8605
1971.5505,0.8605
