QPS,Recall@k10
150.353,0.21372
148.98,0.31097
147.21,0.37374
146.383,0.41862
146.449,0.45505
145.045,0.48466
141.772,0.53095
139.252,0.56839
133.792,0.63702
128.146,0.68521
123.49,0.72406
118.785,0.75486
114.528,0.77971
110.615,0.80098
107.084,0.81912
103.645,0.83562
97.4222,0.86231
91.8864,0.88218
87.353,0.89854
83.0441,0.91247
79.4477,0.92367
72.6628,0.94202
67.1614,0.95664
62.4695,0.96685
58.4153,0.97422
54.9441,0.98006
