QPS,Recall@k10
159.977,0.27525
161.715,0.41799
162.061,0.51365
160.529,0.58044
158.884,0.63261
158.562,0.67591
156.858,0.73734
154.231,0.78361
147.835,0.85715
143.17,0.89915
138.274,0.92567
133.611,0.9436
129.259,0.95634
125.39,0.96554
121.966,0.97307
117.775,0.97817
111.899,0.98554
105.844,0.99042
101.206,0.99357
96.1705,0.99559
92.6982,0.99672
84.7099,0.99804
78.8202,0.99899
73.6301,0.99944
68.9194,0.99968
64.808,0.99981
