nprobe,QPS,Recall@10
500,1621.58,0.974
1500,1627.96,0.974
2500,1616.76,0.974
3500,1520.21,0.974
4500,1634.77,0.974
5500,1637.49,0.974
6500,1611.63,0.974
7500,1617.05,0.974
8500,1623.12,0.974
9500,1621.64,0.974
10500,1621.67,0.974
11500,1621.39,0.974
12500,1594.09,0.974
13500,1576.62,0.974
14500,1622.44,0.974
15500,1610.47,0.974
16500,1589.22,0.974
17500,1537,0.974
18500,1584.01,0.974
19500,1621.39,0.974
20500,1600.3,0.974
21500,1619.88,0.974
22500,1629.9,0.974
23500,1605.63,0.974
24500,1630.57,0.974
25500,1608.95,0.974
26500,1606.23,0.974
27500,1610.74,0.974
28500,1614.25,0.974
29500,1612,0.974
30000,1629.58,0.974
