nprobe,QPS,Recall@10
500,24968.6,0.4597
1500,9333.22,0.7194
2500,5899.43,0.8212
3500,4423.59,0.8737
4500,3577.28,0.9065
5500,3002.46,0.9285
6500,2549.5,0.9439
7500,2242.59,0.9536
8500,1985.92,0.9628
9500,1771.2,0.9688
10500,1596.14,0.9737
11500,1482.86,0.9775
12500,1365.65,0.9809
13500,1264.8,0.9826
14500,1184.73,0.9846
15500,1112.44,0.9854
16500,1046.05,0.9865
17500,982.421,0.9869
18500,935.921,0.9874
19500,887.542,0.9877
20500,846.243,0.988
21500,804.468,0.9879
22500,771.867,0.988
23500,738.537,0.9882
24500,709.082,0.9882
25500,676.018,0.9883
26500,656.569,0.9885
27500,631.033,0.9885
28500,610.702,0.9886
29500,590.255,0.9886
30000,577.974,0.9885
