nprobe,QPS,Recall@10
500,3102.86,0.939
1500,1724.64,0.9815
2500,929.518,0.9825
3500,1050.1,0.983
4500,718.097,0.983
5500,663.934,0.983
6500,767.102,0.983
7500,757.892,0.983
8500,738.875,0.983
9500,644.118,0.983
10500,698.417,0.983
11500,729.654,0.983
12500,712.656,0.983
13500,650.176,0.983
14500,618.949,0.983
15500,600.797,0.983
16500,756.667,0.983
17500,645.412,0.983
18500,694.926,0.983
19500,704.827,0.983
20500,790.294,0.983
21500,722.641,0.983
22500,718.127,0.983
23500,551.994,0.983
24500,742.325,0.983
25500,822.018,0.983
26500,754.111,0.983
27500,812.064,0.983
28500,749.146,0.983
29500,932.029,0.983
30000,1139.45,0.983
