nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3478.01,3478.01
1500,3477.92,3477.92
2500,3478.14,3478.14
3500,3478.16,3478.16
4500,3477.88,3477.88
5500,3478.14,3478.14
6500,3478.06,3478.06
7500,3478.01,3478.01
8500,3478.01,3478.01
9500,3477.85,3477.85
10500,3478.06,3478.06
11500,3477.95,3477.95
12500,3478.12,3478.12
13500,3478.12,3478.12
14500,3478.06,3478.06
15500,3478.08,3478.08
16500,3477.89,3477.89
17500,3478.06,3478.06
18500,3478.04,3478.04
19500,3477.93,3477.93
20500,3477.9,3477.9
21500,3477.82,3477.82
22500,3478.04,3478.04
23500,3478.11,3478.11
24500,3478.09,3478.09
25500,3477.98,3477.98
26500,3478.17,3478.17
27500,3477.82,3477.82
28500,3477.98,3477.98
29500,3478,3478
30000,3478.14,3478.14
