nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3477.96,3477.96
1500,3478.12,3478.12
2500,3477.92,3477.92
3500,3477.78,3477.78
4500,3477.99,3477.99
5500,3478.1,3478.1
6500,3478.18,3478.18
7500,3477.88,3477.88
8500,3477.96,3477.96
9500,3478,3478
10500,3477.87,3477.87
11500,3478.1,3478.1
12500,3477.95,3477.95
13500,3478.14,3478.14
14500,3477.98,3477.98
15500,3478.02,3478.02
16500,3477.82,3477.82
17500,3477.86,3477.86
18500,3478.03,3478.03
19500,3477.99,3477.99
20500,3477.76,3477.76
21500,3478.06,3478.06
22500,3477.97,3477.97
23500,3477.91,3477.91
24500,3477.84,3477.84
25500,3477.91,3477.91
26500,3478.08,3478.08
27500,3477.85,3477.85
28500,3477.87,3477.87
29500,3477.98,3477.98
30000,3477.84,3477.84
