nprobe,QPS,Recall@10
500,4371.92,0.98102
1500,1842.73,0.98121
2500,1682.45,0.98121
3500,1682.83,0.98121
4500,1685.94,0.98121
5500,1687.65,0.98121
6500,1665.03,0.98121
7500,1686.37,0.98121
8500,1673.94,0.98121
9500,1688.71,0.98121
10500,1687.31,0.98121
11500,1687.61,0.98121
12500,1686.53,0.98121
13500,1690.14,0.98121
14500,1683.82,0.98121
15500,1682.47,0.98121
16500,1696.7,0.98121
17500,1676.85,0.98121
18500,1677.6,0.98121
19500,1694.91,0.98121
20500,1679.65,0.98121
21500,1681.82,0.98121
22500,1681.25,0.98121
23500,1674.14,0.98121
24500,1682.67,0.98121
25500,1685.48,0.98121
26500,1685.06,0.98121
27500,1690.94,0.98121
28500,1676.33,0.98121
29500,1689.1,0.98121
30000,1677.47,0.98121
