nprobe,QPS,Recall@10
500,6115.8,0.968
1500,5984.96,0.968
2500,6723.05,0.968
3500,6381.47,0.968
4500,6501.65,0.968
5500,6046.85,0.968
6500,6026.73,0.968
7500,6205.39,0.968
8500,6335.06,0.968
9500,5909.43,0.968
10500,7130.17,0.968
11500,5964.54,0.968
12500,6195.17,0.968
13500,7138.33,0.968
14500,6263.14,0.968
15500,5766.54,0.968
16500,6222.78,0.968
17500,6537.93,0.968
18500,6033.38,0.968
19500,6048.48,0.968
20500,6004.91,0.968
21500,6276.47,0.968
22500,6081.89,0.968
23500,5943.46,0.968
24500,6436.79,0.968
25500,6119,0.968
26500,6120.86,0.968
27500,6057.52,0.968
28500,6033.31,0.968
29500,5920.55,0.968
30000,6859.08,0.968
