nprobe,peak_memory_before_MB,peak_memory_after_MB
500,99.7031,99.7031
1500,100.047,100.047
2500,99.9102,99.9102
3500,99.8867,99.8867
4500,100.102,100.102
5500,99.8008,99.8008
6500,99.8125,99.8125
7500,99.8633,99.8633
8500,99.9844,99.9844
9500,100.152,100.152
10500,100.113,100.113
11500,100.055,100.055
12500,99.9219,99.9219
13500,100.176,100.176
14500,99.8359,99.8359
15500,100.047,100.047
16500,99.9102,99.9102
17500,99.9102,99.9102
18500,100.145,100.145
19500,99.8633,99.8633
20500,99.9883,99.9883
21500,100.152,100.152
22500,100.113,100.113
23500,99.8633,99.8633
24500,99.9375,99.9375
25500,99.7617,99.7617
26500,100.066,100.066
27500,100.16,100.16
28500,100.09,100.09
29500,99.8008,99.8008
30000,100.016,100.016
