nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1154.09,1154.09
1500,1154.05,1154.05
2500,1154.08,1154.08
3500,1153.97,1153.97
4500,1154.05,1154.05
5500,1154.13,1154.13
6500,1154.04,1154.04
7500,1153.78,1153.78
8500,1153.84,1153.84
9500,1153.94,1153.94
10500,1154.16,1154.16
11500,1154.01,1154.01
12500,1154.13,1154.13
13500,1154.04,1154.04
14500,1154.13,1154.13
15500,1154.16,1154.16
16500,1153.8,1153.8
17500,1154.09,1154.09
18500,1153.97,1153.97
19500,1154.06,1154.06
20500,1154.13,1154.13
21500,1153.86,1153.86
22500,1153.88,1153.88
23500,1154,1154
24500,1154.02,1154.02
25500,1154.18,1154.18
26500,1154.19,1154.19
27500,1154.09,1154.09
28500,1153.74,1153.74
29500,1153.92,1153.92
30000,1154.09,1154.09
