nprobe,QPS,Recall@10
500,158177,0.30413
1500,95033.2,0.49507
2500,64627.2,0.58065
3500,49134.5,0.63298
4500,39923.6,0.67191
5500,33332,0.70172
6500,28743.8,0.72595
7500,25180,0.74542
8500,22463.5,0.76349
9500,20287.8,0.77925
10500,18305.7,0.79343
11500,16853,0.80524
12500,15478,0.81561
13500,14328,0.82544
14500,12847.9,0.83421
15500,12472.3,0.84238
16500,11664.8,0.85013
17500,10963.6,0.85724
18500,10328.8,0.86328
19500,9731.46,0.86889
20500,9300.63,0.87439
21500,8895.85,0.87951
22500,8446.83,0.88439
23500,8090.76,0.88911
24500,7746.85,0.89344
25500,7433.12,0.89762
26500,7144.36,0.90116
27500,6887.78,0.90459
28500,6636.43,0.9079
29500,6394.41,0.91116
30000,6289.55,0.91258
