nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1019.13,1019.13
1500,1019.04,1019.04
2500,1019.02,1019.02
3500,1019.2,1019.2
4500,1019.21,1019.21
5500,1018.97,1018.97
6500,1018.9,1018.9
7500,1018.93,1018.93
8500,1018.81,1018.81
9500,1019.11,1019.11
10500,1018.93,1018.93
11500,1018.95,1018.95
12500,1019.18,1019.18
13500,1018.96,1018.96
14500,1019.07,1019.07
15500,1018.98,1018.98
16500,1018.95,1018.95
17500,1019.13,1019.13
18500,1019.09,1019.09
19500,1019.02,1019.02
20500,1019.23,1019.23
21500,1019.01,1019.01
22500,1018.91,1018.91
23500,1019.01,1019.01
24500,1019.19,1019.19
25500,1019.05,1019.05
26500,1019.09,1019.09
27500,1019.11,1019.11
28500,1019.11,1019.11
29500,1019.06,1019.06
30000,1019.16,1019.16
