nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1111.83,1111.83
1500,1111.73,1111.73
2500,1111.74,1111.74
3500,1111.82,1111.82
4500,1111.86,1111.86
5500,1111.89,1111.89
6500,1111.93,1111.93
7500,1111.92,1111.92
8500,1111.92,1111.92
9500,1111.73,1111.73
10500,1111.8,1111.8
11500,1111.7,1111.7
12500,1111.68,1111.68
13500,1111.98,1111.98
14500,1111.72,1111.72
15500,1111.64,1111.64
16500,1111.87,1111.87
17500,1111.95,1111.95
18500,1111.97,1111.97
19500,1111.65,1111.65
20500,1111.8,1111.8
21500,1111.65,1111.65
22500,1111.7,1111.7
23500,1111.82,1111.82
24500,1111.73,1111.73
25500,1111.89,1111.89
26500,1111.6,1111.6
27500,1111.71,1111.71
28500,1111.91,1111.91
29500,1111.77,1111.77
30000,1112,1112
