nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7505.13,7505.13
1500,7505.12,7505.12
2500,7505.04,7505.04
3500,7505.17,7505.17
4500,7505.23,7505.23
5500,7505.23,7505.23
6500,7505.2,7505.2
7500,7505.15,7505.15
8500,7504.95,7504.95
9500,7505.09,7505.09
10500,7505.25,7505.25
11500,7505.03,7505.03
12500,7504.91,7504.91
13500,7505.23,7505.23
14500,7505.2,7505.2
15500,7505.26,7505.26
16500,7504.99,7504.99
17500,7505.3,7505.3
18500,7505.06,7505.06
19500,7504.95,7504.95
20500,7504.94,7504.94
21500,7505.05,7505.05
22500,7505.05,7505.05
23500,7505.03,7505.03
24500,7505.17,7505.17
25500,7505.23,7505.23
26500,7505.06,7505.06
27500,7505.09,7505.09
28500,7505.13,7505.13
29500,7505.07,7505.07
30000,7504.99,7504.99
