nprobe,QPS,Recall@10
500,3739.86,0.745
1500,2755.77,0.902
2500,2717.87,0.945
3500,1950.23,0.962
4500,1367.82,0.973
5500,1522.31,0.9755
6500,1359.61,0.978
7500,1200.38,0.979
8500,1060.65,0.98
9500,925.104,0.9805
10500,941.631,0.9815
11500,860.776,0.9815
12500,455.443,0.982
13500,386.268,0.982
14500,306.883,0.982
15500,308.72,0.982
16500,292.118,0.982
17500,302.997,0.982
18500,303.066,0.982
19500,258.852,0.983
20500,214.599,0.983
21500,254.079,0.983
22500,284.781,0.983
23500,263.106,0.983
24500,252.066,0.983
25500,248.239,0.983
26500,234.733,0.983
27500,238.862,0.983
28500,228.232,0.983
29500,233.751,0.983
30000,203.909,0.983
