nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1111.91,1111.91
1500,1111.69,1111.69
2500,1111.73,1111.73
3500,1111.93,1111.93
4500,1111.9,1111.9
5500,1111.7,1111.7
6500,1111.75,1111.75
7500,1111.89,1111.89
8500,1111.78,1111.78
9500,1111.8,1111.8
10500,1111.83,1111.83
11500,1111.82,1111.82
12500,1111.87,1111.87
13500,1111.78,1111.78
14500,1111.95,1111.95
15500,1111.86,1111.86
16500,1111.78,1111.78
17500,1111.6,1111.6
18500,1111.68,1111.68
19500,1111.64,1111.64
20500,1111.66,1111.66
21500,1111.88,1111.88
22500,1111.83,1111.83
23500,1111.76,1111.76
24500,1111.83,1111.83
25500,1111.89,1111.89
26500,1111.82,1111.82
27500,1111.78,1111.78
28500,1111.95,1111.95
29500,1111.89,1111.89
30000,1111.83,1111.83
