nprobe,QPS,Recall@10
500,6275.9,0.2285
1500,3776.54,0.5055
2500,2646.03,0.6425
3500,2071.15,0.728
4500,1685.35,0.7935
5500,1416.6,0.834
6500,1226.75,0.8695
7500,1075.49,0.893
8500,955.13,0.9075
9500,843.83,0.9185
10500,770.489,0.9275
11500,707.726,0.94
12500,660.185,0.9495
13500,614.828,0.9545
14500,577.16,0.9605
15500,534.927,0.9635
16500,517.35,0.967
17500,484.656,0.9695
18500,463.594,0.971
19500,444.237,0.9735
20500,418.103,0.976
21500,404.147,0.9765
22500,385.811,0.9785
23500,372.344,0.9795
24500,349.848,0.98
25500,343.885,0.9805
26500,329.364,0.9805
27500,320.319,0.981
28500,311.161,0.9815
29500,301.213,0.982
30000,293.48,0.982
