nprobe,QPS,Recall@10
500,10525,0.63482
1500,7076.2,0.84292
2500,5367.8,0.90666
3500,4335.87,0.93606
4500,3663.66,0.95207
5500,3140.29,0.96258
6500,2754.38,0.96943
7500,2450.64,0.97404
8500,2210.36,0.97705
9500,2017.64,0.97915
10500,1856.89,0.98077
11500,1721.84,0.98194
12500,1595.93,0.98279
13500,1480.65,0.98362
14500,1400.43,0.98413
15500,1338.94,0.98452
16500,1271.56,0.9848
17500,1200.71,0.98512
18500,1145.62,0.98524
19500,1098.21,0.98543
20500,1007.15,0.9856
21500,1002.31,0.98572
22500,968.057,0.98582
23500,937.278,0.98588
24500,897.174,0.98597
25500,833.426,0.98597
26500,818.436,0.98598
27500,808.451,0.98602
28500,785.166,0.98604
29500,757.135,0.98604
30000,744.068,0.98604
