nprobe,QPS,Recall@10
500,6697.66,0.9765
1500,3505.74,0.976
2500,2938.52,0.976
3500,2925.5,0.976
4500,2857.54,0.976
5500,3291.68,0.976
6500,2994.36,0.976
7500,2994.87,0.976
8500,3253.84,0.976
9500,3263.99,0.976
10500,2943.05,0.976
11500,3106.25,0.976
12500,2922.25,0.976
13500,2860.47,0.976
14500,2906.81,0.976
15500,3228.05,0.976
16500,2924.07,0.976
17500,3075.84,0.976
18500,2926.81,0.976
19500,2858.15,0.976
20500,2940,0.976
21500,2929.16,0.976
22500,3031.24,0.976
23500,3132.03,0.976
24500,3058.97,0.976
25500,3191.3,0.976
26500,2992.73,0.976
27500,2902.4,0.976
28500,2822.67,0.976
29500,2898.25,0.976
30000,2939.68,0.976
