nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3478.15,3478.15
1500,3478.09,3478.09
2500,3477.96,3477.96
3500,3477.98,3477.98
4500,3477.91,3477.91
5500,3478.17,3478.17
6500,3478.07,3478.07
7500,3478,3478
8500,3477.82,3477.82
9500,3477.84,3477.84
10500,3478.12,3478.12
11500,3477.91,3477.91
12500,3478,3478
13500,3477.82,3477.82
14500,3477.81,3477.81
15500,3478.17,3478.17
16500,3478.05,3478.05
17500,3477.81,3477.81
18500,3478.07,3478.07
19500,3477.93,3477.93
20500,3478.16,3478.16
21500,3477.95,3477.95
22500,3477.84,3477.84
23500,3477.8,3477.8
24500,3477.86,3477.86
25500,3477.75,3477.75
26500,3478.16,3478.16
27500,3477.8,3477.8
28500,3478.12,3478.12
29500,3478.03,3478.03
30000,3478.01,3478.01
