nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3477.93,3477.93
1500,3477.83,3477.83
2500,3478.11,3478.11
3500,3477.9,3477.9
4500,3477.91,3477.91
5500,3477.96,3477.96
6500,3477.86,3477.86
7500,3478.05,3478.05
8500,3477.95,3477.95
9500,3477.88,3477.88
10500,3478.06,3478.06
11500,3477.84,3477.84
12500,3478.07,3478.07
13500,3478.1,3478.1
14500,3477.98,3477.98
15500,3477.82,3477.82
16500,3478.13,3478.13
17500,3477.93,3477.93
18500,3478.06,3478.06
19500,3477.95,3477.95
20500,3477.98,3477.98
21500,3477.79,3477.79
22500,3477.99,3477.99
23500,3477.95,3477.95
24500,3478.15,3478.15
25500,3477.98,3477.98
26500,3477.9,3477.9
27500,3477.8,3477.8
28500,3477.99,3477.99
29500,3478,3478
30000,3477.78,3477.78
