nprobe,QPS,Recall@10
500,11665.1,0.19834
1500,8639.6,0.40866
2500,6933.64,0.5045
3500,5769.44,0.56087
4500,4932.29,0.60132
5500,4339.1,0.6326
6500,3839.23,0.65747
7500,3390.96,0.67896
8500,3066.36,0.6973
9500,2810.06,0.71395
10500,2601.25,0.7291
11500,2408.71,0.74231
12500,2233.88,0.75395
13500,2092.01,0.76393
14500,1969.38,0.77403
15500,1860.22,0.78299
16500,1769.83,0.79075
17500,1681.42,0.79835
18500,1591.87,0.80541
19500,1516.02,0.81161
20500,1458.23,0.81756
21500,1387.61,0.82329
22500,1323.43,0.82899
23500,1279.06,0.83438
24500,1230.25,0.83923
25500,1197.7,0.84387
26500,1153.78,0.84872
27500,1113.1,0.85299
28500,1068.02,0.85713
29500,1027.42,0.86056
30000,1017.94,0.86217
