nprobe,QPS,Recall@10
500,10553,0.51353
1500,6961.64,0.71469
2500,5165.28,0.80123
3500,4130.24,0.85039
4500,3477.71,0.88339
5500,2996.82,0.90492
6500,2613.32,0.92198
7500,2345.2,0.93475
8500,2111.92,0.94419
9500,1912.48,0.95126
10500,1773.02,0.9574
11500,1652.96,0.96219
12500,1545.55,0.9662
13500,1430.78,0.96954
14500,1366.29,0.9722
15500,1278.06,0.97442
16500,1229.16,0.97615
17500,1157.98,0.97781
18500,1104.01,0.97902
19500,1071.2,0.97999
20500,1025.74,0.98086
21500,983.641,0.98157
22500,952.839,0.98238
23500,918.321,0.98279
24500,891.053,0.9831
25500,865.052,0.98332
26500,840.404,0.98352
27500,815.814,0.98357
28500,789.235,0.98387
29500,773.598,0.98395
30000,766.332,0.98403
