nprobe,QPS,Recall@10
500,6508.59,0.979
1500,10551.3,0.979
2500,2252.45,0.979
3500,4227.78,0.979
4500,3567.57,0.979
5500,3820.9,0.979
6500,4422.31,0.979
7500,3428.37,0.979
8500,4896.6,0.979
9500,4390.68,0.979
10500,4104.49,0.979
11500,2968.29,0.979
12500,4338.93,0.979
13500,3575.16,0.979
14500,3654.05,0.979
15500,3693.54,0.979
16500,4053.68,0.979
17500,4285.26,0.979
18500,4320.82,0.979
19500,5641.52,0.979
20500,3021.56,0.979
21500,5600.71,0.979
22500,2466.96,0.979
23500,2329.31,0.979
24500,4747.39,0.979
25500,4951.53,0.979
26500,4180.2,0.979
27500,4872.01,0.979
28500,3435.33,0.979
29500,3867.48,0.979
30000,3977.31,0.979
