nprobe,QPS,Recall@10
500,2905.62,0.9825
1500,1964.56,0.9825
2500,1970.88,0.9825
3500,1879.97,0.9825
4500,2020.51,0.9825
5500,1246.76,0.9825
6500,1235.73,0.9825
7500,1246.31,0.9825
8500,1088.01,0.9825
9500,1211.65,0.9825
10500,1205.16,0.9825
11500,1096.3,0.9825
12500,1107.42,0.9825
13500,977.439,0.9825
14500,974.914,0.9825
15500,969.624,0.9825
16500,948.054,0.9825
17500,1084.57,0.9825
18500,1062.26,0.9825
19500,1186.9,0.9825
20500,1064.54,0.9825
21500,921.683,0.9825
22500,956.531,0.9825
23500,1148.22,0.9825
24500,1932.39,0.9825
25500,505.921,0.9825
26500,451.568,0.9825
27500,550.364,0.9825
28500,445.772,0.9825
29500,503.102,0.9825
30000,471.699,0.9825
