nprobe,peak_memory_before_MB,peak_memory_after_MB
500,93.4336,93.4336
1500,93.5352,93.5352
2500,93.332,93.332
3500,93.4844,93.4844
4500,93.4688,93.4688
5500,93.5508,93.5508
6500,93.375,93.375
7500,93.4727,93.4727
8500,93.2852,93.2852
9500,93.4688,93.4688
10500,93.3125,93.3125
11500,93.5156,93.5156
12500,93.4062,93.4062
13500,93.4688,93.4688
14500,93.4844,93.4844
15500,93.5352,93.5352
16500,93.3203,93.3203
17500,93.293,93.293
18500,93.5391,93.5391
19500,93.4922,93.4922
20500,93.3984,93.3984
21500,93.375,93.375
22500,93.4844,93.4844
23500,93.5039,93.5039
24500,93.4102,93.4102
25500,93.4102,93.4102
26500,93.5234,93.5234
27500,93.4102,93.4102
28500,93.5078,93.5078
29500,93.4727,93.4727
30000,93.6211,93.6211
