nprobe,QPS,Recall@10
500,3476.75,0.1263
1500,1928.03,0.2889
2500,1265.4,0.3914
3500,933.806,0.4619
4500,739.317,0.5147
5500,633.889,0.5629
6500,550.484,0.5977
7500,487.186,0.628
8500,437.803,0.6584
9500,390.804,0.6821
10500,363.02,0.7052
11500,334.86,0.7268
12500,310.206,0.7431
13500,290.478,0.759
14500,269.565,0.7743
15500,252.125,0.786
16500,240.803,0.7971
17500,228.474,0.8077
18500,214.831,0.8173
19500,205.791,0.8257
20500,196.441,0.8352
21500,187.716,0.8412
22500,178.897,0.8501
23500,171.215,0.8581
24500,165.216,0.8643
25500,160.309,0.8711
26500,153.154,0.8756
27500,148.731,0.8819
28500,144.44,0.8864
29500,138.985,0.8917
30000,137.093,0.8937
