nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7505.08,7505.08
1500,7505.2,7505.2
2500,7505.29,7505.29
3500,7505.25,7505.25
4500,7505.07,7505.07
5500,7505.03,7505.03
6500,7505.17,7505.17
7500,7505.01,7505.01
8500,7505.04,7505.04
9500,7505.11,7505.11
10500,7505.05,7505.05
11500,7505.3,7505.3
12500,7504.8,7504.8
13500,7504.91,7504.91
14500,7505.03,7505.03
15500,7504.98,7504.98
16500,7505.17,7505.17
17500,7505.13,7505.13
18500,7505,7505
19500,7504.91,7504.91
20500,7504.89,7504.89
21500,7505.16,7505.16
22500,7504.95,7504.95
23500,7505.2,7505.2
24500,7505.25,7505.25
25500,7505.06,7505.06
26500,7504.95,7504.95
27500,7505.29,7505.29
28500,7505.07,7505.07
29500,7505.01,7505.01
30000,7505.17,7505.17
