nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1019.16,1019.16
1500,1019,1019
2500,1019.08,1019.08
3500,1018.81,1018.81
4500,1018.95,1018.95
5500,1019.23,1019.23
6500,1019.13,1019.13
7500,1019.13,1019.13
8500,1019.05,1019.05
9500,1019.18,1019.18
10500,1019.17,1019.17
11500,1018.75,1018.75
12500,1018.89,1018.89
13500,1019.22,1019.22
14500,1019.19,1019.19
15500,1019.11,1019.11
16500,1019.14,1019.14
17500,1019.03,1019.03
18500,1019.09,1019.09
19500,1019.18,1019.18
20500,1019.16,1019.16
21500,1018.86,1018.86
22500,1018.91,1018.91
23500,1019.05,1019.05
24500,1018.97,1018.97
25500,1019.19,1019.19
26500,1018.91,1018.91
27500,1019.11,1019.11
28500,1019.08,1019.08
29500,1018.93,1018.93
30000,1018.99,1018.99
