nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1019.15,1019.15
1500,1019.07,1019.07
2500,1018.98,1018.98
3500,1018.88,1018.88
4500,1018.82,1018.82
5500,1018.98,1018.98
6500,1018.95,1018.95
7500,1019.09,1019.09
8500,1018.84,1018.84
9500,1018.85,1018.85
10500,1019.11,1019.11
11500,1019.05,1019.05
12500,1018.96,1018.96
13500,1019.21,1019.21
14500,1019.11,1019.11
15500,1019.15,1019.15
16500,1019.04,1019.04
17500,1018.92,1018.92
18500,1018.91,1018.91
19500,1019.03,1019.03
20500,1018.84,1018.84
21500,1018.8,1018.8
22500,1019.11,1019.11
23500,1018.93,1018.93
24500,1019.07,1019.07
25500,1018.89,1018.89
26500,1019.07,1019.07
27500,1019.05,1019.05
28500,1019.07,1019.07
29500,1018.98,1018.98
30000,1019.01,1019.01
