nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7505.2,7505.2
1500,7505.21,7505.21
2500,7505.05,7505.05
3500,7504.95,7504.95
4500,7505.17,7505.17
5500,7505.05,7505.05
6500,7505.03,7505.03
7500,7505.12,7505.12
8500,7505.23,7505.23
9500,7505.25,7505.25
10500,7505.01,7505.01
11500,7505.2,7505.2
12500,7504.95,7504.95
13500,7505.2,7505.2
14500,7505.15,7505.15
15500,7505.22,7505.22
16500,7505.03,7505.03
17500,7504.93,7504.93
18500,7504.93,7504.93
19500,7504.95,7504.95
20500,7505.11,7505.11
21500,7504.99,7504.99
22500,7505.2,7505.2
23500,7505.12,7505.12
24500,7505.25,7505.25
25500,7505.07,7505.07
26500,7505.12,7505.12
27500,7505.07,7505.07
28500,7505.11,7505.11
29500,7505.17,7505.17
30000,7505.22,7505.22
