nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3356.67,3356.67
1500,3356.61,3356.61
2500,3357.02,3357.02
3500,3357,3357
4500,3356.77,3356.77
5500,3356.73,3356.73
6500,3356.94,3356.94
7500,3356.94,3356.94
8500,3356.94,3356.94
9500,3356.91,3356.91
10500,3356.8,3356.8
11500,3356.73,3356.73
12500,3356.69,3356.69
13500,3356.82,3356.82
14500,3356.72,3356.72
15500,3356.68,3356.68
16500,3356.91,3356.91
17500,3356.98,3356.98
18500,3356.8,3356.8
19500,3357.04,3357.04
20500,3356.88,3356.88
21500,3356.79,3356.79
22500,3356.91,3356.91
23500,3356.88,3356.88
24500,3356.82,3356.82
25500,3356.78,3356.78
26500,3356.77,3356.77
27500,3357.04,3357.04
28500,3356.73,3356.73
29500,3356.98,3356.98
30000,3356.67,3356.67
