nprobe,QPS,Recall@10
500,2696.99,0.9825
1500,1482.89,0.985
2500,934.302,0.9855
3500,710.055,0.9855
4500,692.63,0.9855
5500,701.342,0.9855
6500,639.405,0.9855
7500,637.711,0.9855
8500,712.371,0.9855
9500,682.718,0.9855
10500,692.817,0.9855
11500,700.098,0.9855
12500,660.735,0.9855
13500,678.939,0.9855
14500,675.122,0.9855
15500,716.825,0.9855
16500,712.466,0.9855
17500,714.762,0.9855
18500,683.459,0.9855
19500,664.499,0.9855
20500,685.505,0.9855
21500,716.073,0.9855
22500,711.267,0.9855
23500,720.188,0.9855
24500,706.847,0.9855
25500,627.956,0.9855
26500,618.044,0.9855
27500,479.931,0.9855
28500,482.106,0.9855
29500,518.219,0.9855
30000,556.707,0.9855
