nprobe,QPS,Recall@10
500,4622.84,0.978
1500,3235.42,0.978
2500,7562.65,0.978
3500,3782.92,0.978
4500,5035.52,0.978
5500,4430.24,0.978
6500,6773.4,0.978
7500,5700.19,0.978
8500,4438.88,0.978
9500,3162.36,0.978
10500,6146.36,0.978
11500,5001.07,0.978
12500,4157.8,0.978
13500,8890.41,0.978
14500,7100.31,0.978
15500,4256.33,0.978
16500,5558.68,0.978
17500,5909.91,0.978
18500,3994.97,0.978
19500,7467.42,0.978
20500,4709.03,0.978
21500,7246.14,0.978
22500,4882.96,0.978
23500,5661.3,0.978
24500,5075.02,0.978
25500,4921.64,0.978
26500,6510.47,0.978
27500,13148,0.978
28500,5689.61,0.978
29500,5059.65,0.978
30000,5128.2,0.978
