nprobe,QPS,Recall@10
500,167726,0.63275
1500,106405,0.84797
2500,116278,0.92108
3500,99983.6,0.95485
4500,88457.7,0.97075
5500,79722.8,0.97843
6500,71135.1,0.98215
7500,45328.5,0.98379
8500,57774.9,0.98449
9500,54499.7,0.98487
10500,50619,0.98493
11500,47360.5,0.98491
12500,45148.1,0.98491
13500,45018.9,0.98491
14500,45290.9,0.98491
15500,44802.4,0.98491
16500,39959.6,0.98491
17500,45419,0.98491
18500,45065.4,0.98491
19500,45265.6,0.98491
20500,44906.3,0.98491
21500,44543.2,0.98491
22500,45009.7,0.98491
23500,44795.6,0.98491
24500,44865.2,0.98491
25500,45618.7,0.98491
26500,45121,0.98491
27500,44771.8,0.98491
28500,45383,0.98491
29500,44841,0.98491
30000,44940.1,0.98491
