nprobe,QPS,Recall@10
500,28764.7,0.9758
1500,30197,0.9758
2500,30004.8,0.9758
3500,30387.1,0.9758
4500,29891.4,0.9758
5500,30102,0.9758
6500,28391.8,0.9758
7500,28952.2,0.9758
8500,30272.6,0.9758
9500,27242.4,0.9758
10500,27446.5,0.9758
11500,30255.4,0.9758
12500,29121.8,0.9758
13500,30443.6,0.9758
14500,20519.5,0.9758
15500,29581.6,0.9758
16500,31001.9,0.9758
17500,28706.3,0.9758
18500,30110.6,0.9758
19500,30789.4,0.9758
20500,27013.9,0.9758
21500,30518.1,0.9758
22500,29057.1,0.9758
23500,22627.5,0.9758
24500,30393.1,0.9758
25500,30580.3,0.9758
26500,29744.4,0.9758
27500,29553.6,0.9758
28500,31039.1,0.9758
29500,30028.3,0.9758
30000,29448.7,0.9758
