nprobe,QPS,Recall@10
500,43149.4,0.97053
1500,19797,0.98358
2500,13311,0.98361
3500,10683.5,0.98362
4500,8896.27,0.98362
5500,7306.76,0.98362
6500,8065.26,0.98362
7500,8251.31,0.98362
8500,7738.99,0.98362
9500,7083.21,0.98362
10500,7061.47,0.98362
11500,7906.44,0.98362
12500,8741.38,0.98362
13500,7130.16,0.98362
14500,8188.67,0.98362
15500,8315.5,0.98362
16500,8168.76,0.98362
17500,7112.18,0.98362
18500,8109.75,0.98362
19500,7824.05,0.98362
20500,7604.03,0.98362
21500,8740.63,0.98362
22500,7676.58,0.98362
23500,8725.98,0.98362
24500,8278.56,0.98362
25500,7904.95,0.98362
26500,8208.11,0.98362
27500,7428.11,0.98362
28500,8314.36,0.98362
29500,7138.82,0.98362
30000,7186.38,0.98362
