nprobe,QPS,Recall@10
500,6884.27,0.9565
1500,3261.15,0.9825
2500,2557.18,0.9825
3500,2509.49,0.9825
4500,2004.35,0.9825
5500,1647.38,0.9825
6500,1296.78,0.9825
7500,1067.31,0.9825
8500,855.076,0.9825
9500,708.099,0.9825
10500,659.254,0.9825
11500,659.587,0.9825
12500,658.133,0.9825
13500,654.495,0.9825
14500,661.519,0.9825
15500,659.943,0.9825
16500,655.445,0.9825
17500,646.944,0.9825
18500,596.433,0.9825
19500,575.36,0.9825
20500,561.539,0.9825
21500,543.448,0.9825
22500,545.108,0.9825
23500,541.897,0.9825
24500,536.86,0.9825
25500,579.67,0.9825
26500,432.548,0.9825
27500,418.917,0.9825
28500,324.423,0.9825
29500,364.273,0.9825
30000,394.242,0.9825
