nprobe,QPS,Recall@10
500,8361.24,0.9775
1500,3445.18,0.9775
2500,3733.55,0.9775
3500,4060.82,0.9775
4500,5563.17,0.9775
5500,4551.13,0.9775
6500,4604.01,0.9775
7500,4593.4,0.9775
8500,4705.58,0.9775
9500,5666.47,0.9775
10500,7443.91,0.9775
11500,6379.64,0.9775
12500,7343.37,0.9775
13500,6183.92,0.9775
14500,7063.94,0.9775
15500,5758.47,0.9775
16500,4816.75,0.9775
17500,4659.28,0.9775
18500,4917.7,0.9775
19500,5196.09,0.9775
20500,6069.89,0.9775
21500,3898.81,0.9775
22500,3215.34,0.9775
23500,4967.09,0.9775
24500,4672.82,0.9775
25500,5278.34,0.9775
26500,4589.01,0.9775
27500,5065.65,0.9775
28500,3889.81,0.9775
29500,3524.84,0.9775
30000,3859.94,0.9775
